"sep=,"
Folder Name,Quantity,Trade Quantity,Card Name,Set Code,Set Name,Card Number,Rarity,Condition,Printing,Language,Price Bought,Date Bought,LOW,MID,MARKET
bulk foil,4,0,Dimension Dice,BLCR,Battles Of Legend: Crystal Revenge,BLCR-EN006,UR,NearMint,1st Edition,English,0.21,2024-12-18,0.01,0.25,0.17
bulk foil,12,0,Double-Edged Sword,AMDE,Amazing Defenders,AMDE-EN043,R,NearMint,1st Edition,English,0.11,2024-12-18,0.01,0.20,0.12
bulk foil,4,0,Dragon Nails,BLCR,Battles Of Legend: Crystal Revenge,BLCR-EN003,UR,NearMint,1st Edition,English,0.22,2024-12-18,0.10,0.26,0.24
bulk foil,5,0,Dragonmaid Ernus,MYFI,Mystic Fighters,MYFI-EN015,SR,NearMint,1st Edition,English,1.47,2024-12-18,1.19,2.53,1.53
bulk foil,4,0,Dragonmaid Tinkhec,MYFI,Mystic Fighters,MYFI-EN019,SR,NearMint,1st Edition,English,1.89,2024-12-18,1.19,2.95,2.05
bulk foil,3,0,Droll & Lock Bird,TAMA,Tactical Masters,TAMA-EN047,R,NearMint,1st Edition,English,2.29,2024-12-18,0.50,1.36,1.30
bulk foil,9,0,Duelist Alliance,TAMA,Tactical Masters,TAMA-EN055,R,NearMint,1st Edition,English,0.08,2024-12-18,0.01,0.20,0.08
bulk foil,23,0,Dyna Tank,BLCR,Battles Of Legend: Crystal Revenge,BLCR-EN018,UR,NearMint,1st Edition,English,0.18,2024-12-18,0.03,0.20,0.17
bulk foil,3,0,Emblem of the Plunder Patroll,BLCR,Battles Of Legend: Crystal Revenge,BLCR-EN089,UR,NearMint,1st Edition,English,0.09,2024-12-18,0.01,0.25,0.08
bulk foil,9,0,Epurrely Happiness,AMDE,Amazing Defenders,AMDE-EN014,R,NearMint,1st Edition,English,0.21,2024-12-18,0.01,0.25,0.14
bulk foil,8,0,EXTINGUISH!,AMDE,Amazing Defenders,AMDE-EN012,R,NearMint,1st Edition,English,0.07,2024-12-18,0.01,0.19,0.08
bulk foil,6,0,Farewelcome Labrynth,TAMA,Tactical Masters,TAMA-EN024,R,NearMint,1st Edition,English,0.09,2024-12-18,0.01,0.17,0.11
bulk foil,6,0,Fiend Griefing,TAMA,Tactical Masters,TAMA-EN059,R,NearMint,1st Edition,English,0.13,2024-12-18,0.01,0.20,0.13
bulk foil,1,0,Floowandereeze & Eglen,MP22,"2022 Tin Of The Pharaoh's Gods",MP22-EN195,R,NearMint,1st Edition,English,0.95,2024-12-18,0.69,1.12,1.04
bulk foil,2,0,Floowandereeze & Empen,MP22,"2022 Tin Of The Pharaoh's Gods",MP22-EN198,SR,NearMint,1st Edition,English,0.22,2024-12-18,0.05,0.27,0.20
bulk foil,3,0,Floowandereeze & Robina,MP22,"2022 Tin Of The Pharaoh's Gods",MP22-EN194,R,NearMint,1st Edition,English,1.08,2024-12-18,0.56,1.22,1.06
bulk foil,2,0,Floowandereeze & Snowl,MP22,"2022 Tin Of The Pharaoh's Gods",MP22-EN193,R,NearMint,1st Edition,English,0.23,2024-12-18,0.10,0.26,0.24
bulk foil,4,0,Floowandereeze & Stri,MP22,"2022 Tin Of The Pharaoh's Gods",MP22-EN196,SR,NearMint,1st Edition,English,0.15,2024-12-18,0.03,0.25,0.16
bulk foil,3,0,"Frodi, Generaider Boss of Swords",MYFI,Mystic Fighters,MYFI-EN028,SR,NearMint,1st Edition,English,0.26,2024-12-18,0.05,0.31,0.27
bulk foil,25,0,G Golem Crystal Heart,BLCR,Battles Of Legend: Crystal Revenge,BLCR-EN042,UR,NearMint,1st Edition,English,0.20,2024-12-18,0.03,0.25,0.20
bulk foil,26,0,G Golem Stubborn Menhir,BLCR,Battles Of Legend: Crystal Revenge,BLCR-EN043,UR,NearMint,1st Edition,English,0.10,2024-12-18,0.01,0.20,0.10
bulk foil,5,0,Gadget Box,BLCR,Battles Of Legend: Crystal Revenge,BLCR-EN019,UR,NearMint,1st Edition,English,0.08,2024-12-18,0.01,0.20,0.08
bulk foil,4,0,Ghost Mourner & Moonlit Chill,MP22,"2022 Tin Of The Pharaoh's Gods",MP22-EN260,SR,NearMint,1st Edition,English,0.64,2024-12-18,0.30,0.85,0.72
bulk foil,6,0,Ghost Reaper & Winter Cherries,MP22,"2022 Tin Of The Pharaoh's Gods",MP22-EN256,SR,NearMint,1st Edition,English,0.12,2024-12-18,0.01,0.25,0.13
bulk foil,1,0,Ghost Sister & Spooky Dogwood,MP22,"2022 Tin Of The Pharaoh's Gods",MP22-EN259,SR,NearMint,1st Edition,English,0.25,2024-12-18,0.10,0.30,0.23
bulk foil,7,0,"Gizmek Naganaki, the Sunrise Signaler",AMDE,Amazing Defenders,AMDE-EN037,R,NearMint,1st Edition,English,0.09,2024-12-18,0.01,0.15,0.09
bulk foil,11,0,"Gizmek Orochi, the Serpentron Sky Slasher",AMDE,Amazing Defenders,AMDE-EN048,R,NearMint,1st Edition,English,0.09,2024-12-18,0.01,0.20,0.11
bulk foil,1,0,Glacier Aqua Madoor,MP22,"2022 Tin Of The Pharaoh's Gods",MP22-EN135,R,NearMint,1st Edition,English,0.10,2024-12-18,0.01,0.20,0.10
bulk foil,4,0,Gouki Finishing Move,MP22,"2022 Tin Of The Pharaoh's Gods",MP22-EN185,SR,NearMint,1st Edition,English,0.08,2024-12-18,0.01,0.20,0.09
bulk foil,11,0,Gravity Balance,BLCR,Battles Of Legend: Crystal Revenge,BLCR-EN046,UR,NearMint,1st Edition,English,0.12,2024-12-18,0.01,0.20,0.13
bulk foil,3,0,Gunkan Suship Shari,MP22,"2022 Tin Of The Pharaoh's Gods",MP22-EN127,SR,NearMint,1st Edition,English,0.18,2024-12-18,0.01,0.25,0.15
bulk foil,1,0,Heavymetalfoes Amalgam,MP22,"2022 Tin Of The Pharaoh's Gods",MP22-EN027,R,NearMint,1st Edition,English,0.08,2024-12-18,0.01,0.15,0.08
bulk foil,5,0,Heroic Call,BLCR,Battles Of Legend: Crystal Revenge,BLCR-EN026,UR,NearMint,1st Edition,English,0.10,2024-12-18,0.01,0.20,0.12
bulk foil,7,0,Hidden Armory,AMDE,Amazing Defenders,AMDE-EN041,R,NearMint,1st Edition,English,0.07,2024-12-18,0.01,0.18,0.07
bulk foil,23,0,Hieratic Seal of the Heavenly Spheres,BLCR,Battles Of Legend: Crystal Revenge,BLCR-EN090,UR,NearMint,1st Edition,English,0.22,2024-12-18,0.01,0.38,0.27
bulk foil,5,0,High Ritual Art,MP22,"2022 Tin Of The Pharaoh's Gods",MP22-EN162,SR,NearMint,1st Edition,English,0.07,2024-12-18,0.01,0.23,0.07
bulk foil,4,0,Icejade Tremora,MP22,"2022 Tin Of The Pharaoh's Gods",MP22-EN191,SR,NearMint,1st Edition,English,0.17,2024-12-18,0.07,0.25,0.20
bulk foil,10,0,Imperial Iron Wall,TAMA,Tactical Masters,TAMA-EN058,R,NearMint,1st Edition,English,0.17,2024-12-18,0.01,0.20,0.14
bulk foil,8,0,Infernoble Knight - Roland,AMDE,Amazing Defenders,AMDE-EN050,R,NearMint,1st Edition,English,0.15,2024-12-18,0.01,0.20,0.15
bulk foil,8,0,Invader of Darkness,TAMA,Tactical Masters,TAMA-EN046,R,NearMint,1st Edition,English,0.08,2024-12-18,0.01,0.15,0.07
bulk foil,4,0,Jinzo,MYFI,Mystic Fighters,MYFI-EN041,SR,NearMint,1st Edition,English,1.24,2024-12-18,0.75,1.32,1.21
bulk foil,1,0,Judge of the Ice Barrier,MP22,"2022 Tin Of The Pharaoh's Gods",MP22-EN066,R,NearMint,1st Edition,English,0.17,2024-12-18,0.04,0.18,0.15
bulk foil,9,0,Labrynth Archfiend,TAMA,Tactical Masters,TAMA-EN015,R,NearMint,1st Edition,English,0.12,2024-12-18,0.01,0.16,0.11
bulk foil,5,0,Labrynth Chandraglier,TAMA,Tactical Masters,TAMA-EN018,R,NearMint,1st Edition,English,0.12,2024-12-18,0.02,0.25,0.12
bulk foil,6,0,Labrynth Cooclock,TAMA,Tactical Masters,TAMA-EN020,R,NearMint,1st Edition,English,0.11,2024-12-18,0.04,0.25,0.11
bulk foil,6,0,Labrynth Stovie Torbie,TAMA,Tactical Masters,TAMA-EN019,R,NearMint,1st Edition,English,0.16,2024-12-18,0.05,0.25,0.15
bulk foil,1,0,Laundry Trap,MP22,"2022 Tin Of The Pharaoh's Gods",MP22-EN231,R,NearMint,1st Edition,English,0.15,2024-12-18,0.01,0.20,0.15
bulk foil,2,0,Lavalval Exlord,MP22,"2022 Tin Of The Pharaoh's Gods",MP22-EN079,R,NearMint,1st Edition,English,0.11,2024-12-18,0.03,0.24,0.11
bulk foil,2,0,"Lightning, Dragon Ruler of Drafts",MYFI,Mystic Fighters,MYFI-EN046,SR,NearMint,1st Edition,English,0.83,2024-12-18,0.40,0.82,0.82
bulk foil,7,0,"Lilith, Lady of Lament",TAMA,Tactical Masters,TAMA-EN049,R,NearMint,1st Edition,English,0.18,2024-12-18,0.01,0.20,0.15
bulk foil,10,0,Limiter Removal,AMDE,Amazing Defenders,AMDE-EN053,R,NearMint,1st Edition,English,0.07,2024-12-18,0.01,0.20,0.08
bulk foil,2,0,Live☆Twin Ki-sikil Frost,MP22,"2022 Tin Of The Pharaoh's Gods",MP22-EN064,SR,NearMint,1st Edition,English,0.14,2024-12-18,0.10,0.25,0.19
bulk foil,3,0,Live☆Twin Lil-la Treat,MP22,"2022 Tin Of The Pharaoh's Gods",MP22-EN015,SR,NearMint,1st Edition,English,0.12,2024-12-18,0.04,0.25,0.15
bulk foil,2,0,Lonefire Blossom,MYFI,Mystic Fighters,MYFI-EN042,SR,NearMint,1st Edition,English,0.25,2024-12-18,0.08,0.47,0.25
bulk foil,2,0,Machina Ruinforce,MP22,"2022 Tin Of The Pharaoh's Gods",MP22-EN203,SR,NearMint,1st Edition,English,0.09,2024-12-18,0.01,0.20,0.13
bulk foil,11,0,Machine Duplication,AMDE,Amazing Defenders,AMDE-EN054,R,NearMint,1st Edition,English,0.11,2024-12-18,0.01,0.22,0.11
bulk foil,1,0,Magical Cylinders,MP22,"2022 Tin Of The Pharaoh's Gods",MP22-EN226,SR,NearMint,1st Edition,English,0.11,2024-12-18,0.04,0.20,0.11
bulk foil,3,0,Magikey Fiend - Transfurlmine,MP22,"2022 Tin Of The Pharaoh's Gods",MP22-EN211,R,NearMint,1st Edition,English,0.13,2024-12-18,0.01,0.25,0.14
bulk foil,1,0,Magikey Spirit - Vepartu,MP22,"2022 Tin Of The Pharaoh's Gods",MP22-EN213,R,NearMint,1st Edition,English,0.14,2024-12-18,0.05,0.25,0.15
bulk foil,1,0,Magikey World,MP22,"2022 Tin Of The Pharaoh's Gods",MP22-EN158,R,NearMint,1st Edition,English,0.22,2024-12-18,0.05,0.25,0.21
bulk foil,3,0,"Maha Vailo, Light of the Heavens",MP22,"2022 Tin Of The Pharaoh's Gods",MP22-EN013,R,NearMint,1st Edition,English,0.09,2024-12-18,0.05,0.20,0.11
bulk foil,1,0,Majestic Mirage,MP22,"2022 Tin Of The Pharaoh's Gods",MP22-EN166,R,NearMint,1st Edition,English,0.08,2024-12-18,0.02,0.20,0.07
bulk foil,9,0,"Malice, Lady of Lament",TAMA,Tactical Masters,TAMA-EN051,R,NearMint,1st Edition,English,0.05,2024-12-18,0.01,0.15,0.06
bulk foil,1,0,Masquerade the Blazing Dragon,MP22,"2022 Tin Of The Pharaoh's Gods",MP22-EN208,SR,NearMint,1st Edition,English,0.08,2024-12-18,0.01,0.25,0.10
bulk foil,1,0,Mathmech Division,MYFI,Mystic Fighters,MYFI-EN006,SR,NearMint,1st Edition,English,0.24,2024-12-18,0.08,0.40,0.24
bulk foil,1,0,Mathmech Multiplication,MYFI,Mystic Fighters,MYFI-EN005,SR,NearMint,1st Edition,English,0.44,2024-12-18,0.20,0.69,0.43
bulk foil,1,0,Mathmech Nabla,MYFI,Mystic Fighters,MYFI-EN002,SR,NearMint,1st Edition,English,0.53,2024-12-18,0.15,0.74,0.61
bulk foil,1,0,Mathmech Sigma,MYFI,Mystic Fighters,MYFI-EN001,SR,NearMint,1st Edition,English,0.28,2024-12-18,0.10,0.54,0.46
bulk foil,1,0,Mathmech Subtraction,MYFI,Mystic Fighters,MYFI-EN004,SR,NearMint,1st Edition,English,1.38,2024-12-18,0.75,2.92,1.56
bulk foil,7,0,Mikanko Kagura,AMDE,Amazing Defenders,AMDE-EN034,R,NearMint,1st Edition,English,0.17,2024-12-18,0.01,0.20,0.14
bulk foil,9,0,Mikanko Promise,AMDE,Amazing Defenders,AMDE-EN035,R,NearMint,1st Edition,English,0.15,2024-12-18,0.01,0.20,0.13
bulk foil,6,0,Mikanko Purification Dance,AMDE,Amazing Defenders,AMDE-EN031,R,NearMint,1st Edition,English,0.12,2024-12-18,0.01,0.20,0.13
bulk foil,9,0,Mikanko Reflection Rondo,AMDE,Amazing Defenders,AMDE-EN033,R,NearMint,1st Edition,English,0.14,2024-12-18,0.01,0.20,0.16
bulk foil,8,0,Mikanko Rivalry,AMDE,Amazing Defenders,AMDE-EN036,R,NearMint,1st Edition,English,0.12,2024-12-18,0.01,0.20,0.14
bulk foil,3,0,Monster Assortment,MP22,"2022 Tin Of The Pharaoh's Gods",MP22-EN170,R,NearMint,1st Edition,English,0.11,2024-12-18,0.01,0.16,0.12
bulk foil,3,0,Nazuki the Vaylantz Ninja,TAMA,Tactical Masters,TAMA-EN003,R,NearMint,1st Edition,English,0.05,2024-12-18,0.01,0.15,0.08
bulk foil,6,0,Ninjitsu Art of Mosquito Marching,BLCR,Battles Of Legend: Crystal Revenge,BLCR-EN030,UR,NearMint,1st Edition,English,0.08,2024-12-18,0.01,0.25,0.08
bulk foil,24,0,Odd-Eyes Rebellion Dragon,BLCR,Battles Of Legend: Crystal Revenge,BLCR-EN076,UR,NearMint,1st Edition,English,0.16,2024-12-18,0.01,0.25,0.14
bulk foil,2,0,Paleozoic Cambroraster,MP22,"2022 Tin Of The Pharaoh's Gods",MP22-EN088,SR,NearMint,1st Edition,English,0.12,2024-12-18,0.04,0.20,0.15
bulk foil,2,0,Pendransaction,MP22,"2022 Tin Of The Pharaoh's Gods",MP22-EN107,R,NearMint,1st Edition,English,0.07,2024-12-18,0.01,0.19,0.08
bulk foil,5,0,Pendulum Fusion,TAMA,Tactical Masters,TAMA-EN054,R,NearMint,1st Edition,English,0.07,2024-12-18,0.01,0.15,0.08
bulk foil,6,0,Pendulum Switch,TAMA,Tactical Masters,TAMA-EN060,R,NearMint,1st Edition,English,0.04,2024-12-18,0.01,0.15,0.03
bulk foil,2,0,Pendulum Treasure,MP22,"2022 Tin Of The Pharaoh's Gods",MP22-EN165,R,NearMint,1st Edition,English,0.11,2024-12-18,0.01,0.20,0.11
bulk foil,21,0,Performapal Odd-Eyes Seer,BLCR,Battles Of Legend: Crystal Revenge,BLCR-EN031,UR,NearMint,1st Edition,English,0.14,2024-12-18,0.03,0.25,0.17
bulk foil,10,0,Piri Reis Map,AMDE,Amazing Defenders,AMDE-EN059,R,NearMint,1st Edition,English,0.22,2024-12-18,0.05,0.25,0.21
bulk foil,9,0,Preparation of Rites,AMDE,Amazing Defenders,AMDE-EN055,R,NearMint,1st Edition,English,0.16,2024-12-18,0.01,0.25,0.16
bulk foil,2,0,Proof of Pruflas,MP22,"2022 Tin Of The Pharaoh's Gods",MP22-EN105,R,NearMint,1st Edition,English,0.07,2024-12-18,0.01,0.17,0.07
bulk foil,8,0,Purrely Delicious Memory,AMDE,Amazing Defenders,AMDE-EN023,R,NearMint,1st Edition,English,0.27,2024-12-18,0.10,0.45,0.31
bulk foil,7,0,Purrely Happy Memory,AMDE,Amazing Defenders,AMDE-EN021,R,NearMint,1st Edition,English,0.23,2024-12-18,0.01,0.31,0.25
bulk foil,7,0,Purrelyeap!?,AMDE,Amazing Defenders,AMDE-EN024,R,NearMint,1st Edition,English,0.15,2024-12-18,0.01,0.25,0.13
bulk foil,8,0,Quick Booster,TAMA,Tactical Masters,TAMA-EN052,R,NearMint,1st Edition,English,0.11,2024-12-18,0.01,0.17,0.06
bulk foil,6,0,Radiant Vouirescence,MP22,"2022 Tin Of The Pharaoh's Gods",MP22-EN018,SR,NearMint,1st Edition,English,0.08,2024-12-18,0.01,0.20,0.08
bulk foil,28,0,Raijin the Breakbolt Star,BLCR,Battles Of Legend: Crystal Revenge,BLCR-EN037,UR,NearMint,1st Edition,English,0.10,2024-12-18,0.01,0.20,0.10
bulk foil,2,0,Rainbow Bridge,BLCR,Battles Of Legend: Crystal Revenge,BLCR-EN055,UR,NearMint,1st Edition,English,0.13,2024-12-18,0.01,0.25,0.11
bulk foil,1,0,Rank-Up-Magic Zexal Force,MP22,"2022 Tin Of The Pharaoh's Gods",MP22-EN090,R,NearMint,1st Edition,English,0.12,2024-12-18,0.01,0.22,0.12
bulk foil,8,0,Reckless Greed,TAMA,Tactical Masters,TAMA-EN057,R,NearMint,1st Edition,English,0.13,2024-12-18,0.01,0.20,0.16
bulk foil,8,0,Reinforcement of the Army,AMDE,Amazing Defenders,AMDE-EN039,R,NearMint,1st Edition,English,0.16,2024-12-18,0.01,0.25,0.17
bulk foil,9,0,Rescue-ACE Air Lifter,AMDE,Amazing Defenders,AMDE-EN002,R,NearMint,1st Edition,English,0.15,2024-12-18,0.01,0.25,0.18
bulk foil,8,0,Rescue-ACE Fire Attacker,AMDE,Amazing Defenders,AMDE-EN005,R,NearMint,1st Edition,English,0.10,2024-12-18,0.01,0.25,0.12
bulk foil,8,0,Rescue-ACE HQ,AMDE,Amazing Defenders,AMDE-EN008,R,NearMint,1st Edition,English,0.07,2024-12-18,0.01,0.18,0.09
bulk foil,1,0,"Rilliona, the Wondrous Magistus Witch Wardrobe",MP22,"2022 Tin Of The Pharaoh's Gods",MP22-EN083,R,NearMint,1st Edition,English,0.23,2024-12-18,0.05,0.25,0.22
bulk foil,7,0,Royal Straight,BLCR,Battles Of Legend: Crystal Revenge,BLCR-EN002,UR,NearMint,1st Edition,English,0.18,2024-12-18,0.03,0.25,0.15
bulk foil,3,0,Ruddy Rose Witch,MP22,"2022 Tin Of The Pharaoh's Gods",MP22-EN061,R,NearMint,1st Edition,English,0.19,2024-12-18,0.10,0.25,0.20
bulk foil,7,0,Runick Allure,TAMA,Tactical Masters,TAMA-EN028,R,NearMint,1st Edition,English,0.04,2024-12-18,0.01,0.16,0.06
bulk foil,6,0,Runick Dispelling,TAMA,Tactical Masters,TAMA-EN032,R,NearMint,1st Edition,English,0.11,2024-12-18,0.01,0.20,0.13
bulk foil,5,0,Runick Slumber,TAMA,Tactical Masters,TAMA-EN034,R,NearMint,1st Edition,English,0.20,2024-12-18,0.02,0.25,0.18
bulk foil,4,0,Runick Smiting Storm,TAMA,Tactical Masters,TAMA-EN036,R,NearMint,1st Edition,English,0.18,2024-12-18,0.05,0.25,0.14
bulk foil,10,0,Sacred Scrolls of the Gizmek Legend,MP22,"2022 Tin Of The Pharaoh's Gods",MP22-EN160,R,NearMint,1st Edition,English,0.05,2024-12-18,0.01,0.19,0.06
bulk foil,6,0,Saion the Vaylantz Archer,TAMA,Tactical Masters,TAMA-EN002,R,NearMint,1st Edition,English,0.05,2024-12-18,0.01,0.16,0.08
bulk foil,4,0,Salamangreat Circle,BLCR,Battles Of Legend: Crystal Revenge,BLCR-EN087,UR,NearMint,1st Edition,English,0.18,2024-12-18,0.04,0.25,0.18
bulk foil,11,0,"Sauravis, the Ancient and Ascended",AMDE,Amazing Defenders,AMDE-EN051,R,NearMint,1st Edition,English,0.07,2024-12-18,0.01,0.25,0.09
bulk foil,8,0,Scapegoat,TAMA,Tactical Masters,TAMA-EN043,R,NearMint,1st Edition,English,0.13,2024-12-18,0.01,0.23,0.14
bulk foil,3,0,Screams of the Branded,MP22,"2022 Tin Of The Pharaoh's Gods",MP22-EN103,SR,NearMint,1st Edition,English,0.13,2024-12-18,0.01,0.20,0.11
bulk foil,3,0,Senet Switch,TAMA,Tactical Masters,TAMA-EN042,R,NearMint,1st Edition,English,0.05,2024-12-18,0.01,0.15,0.06
bulk foil,3,0,Slower Swallow,MP22,"2022 Tin Of The Pharaoh's Gods",MP22-EN137,SR,NearMint,1st Edition,English,0.10,2024-12-18,0.01,0.20,0.09
bulk foil,10,0,"Sprite's Blessing",AMDE,Amazing Defenders,AMDE-EN057,R,NearMint,1st Edition,English,0.07,2024-12-18,0.01,0.15,0.07
bulk foil,1,0,Stained Glass of Light & Dark,MP22,"2022 Tin Of The Pharaoh's Gods",MP22-EN230,R,NearMint,1st Edition,English,0.09,2024-12-18,0.01,0.15,0.09
bulk foil,10,0,Stonehenge,BLCR,Battles Of Legend: Crystal Revenge,BLCR-EN024,UR,NearMint,1st Edition,English,0.11,2024-12-18,0.01,0.20,0.10
bulk foil,7,0,Stray Purrely Street,AMDE,Amazing Defenders,AMDE-EN019,R,NearMint,1st Edition,English,0.35,2024-12-18,0.05,0.55,0.38
bulk foil,4,0,Sunavalon Daphne,MP22,"2022 Tin Of The Pharaoh's Gods",MP22-EN114,SR,NearMint,1st Edition,English,0.07,2024-12-18,0.01,0.20,0.08
bulk foil,4,0,Sunvine Cross Breed,MP22,"2022 Tin Of The Pharaoh's Gods",MP22-EN116,SR,NearMint,1st Edition,English,0.10,2024-12-18,0.01,0.20,0.10
bulk foil,2,0,Synchro Transmission,MP22,"2022 Tin Of The Pharaoh's Gods",MP22-EN053,R,NearMint,1st Edition,English,0.13,2024-12-18,0.01,0.17,0.12
bulk foil,2,0,"Tempest, Dragon Ruler of Storms",MYFI,Mystic Fighters,MYFI-EN045,SR,NearMint,1st Edition,English,0.39,2024-12-18,0.10,0.44,0.37
bulk foil,8,0,The Great Mikanko Ceremony,AMDE,Amazing Defenders,AMDE-EN029,R,NearMint,1st Edition,English,0.11,2024-12-18,0.01,0.25,0.13
bulk foil,2,0,Tool Box,BLCR,Battles Of Legend: Crystal Revenge,BLCR-EN021,UR,NearMint,1st Edition,English,0.11,2024-12-18,0.01,0.20,0.10
bulk foil,5,0,Trap Trick,TAMA,Tactical Masters,TAMA-EN045,R,NearMint,1st Edition,English,0.20,2024-12-18,0.01,0.25,0.19
bulk foil,5,0,Traptrix Cularia,MP22,"2022 Tin Of The Pharaoh's Gods",MP22-EN087,SR,NearMint,1st Edition,English,0.16,2024-12-18,0.02,0.25,0.15
bulk foil,3,0,Traptrix Vesiculo,MP22,"2022 Tin Of The Pharaoh's Gods",MP22-EN063,SR,NearMint,1st Edition,English,0.11,2024-12-18,0.01,0.20,0.12
bulk foil,2,0,Ultimate Flagship Ursatron,MP22,"2022 Tin Of The Pharaoh's Gods",MP22-EN210,R,NearMint,1st Edition,English,0.06,2024-12-18,0.02,0.19,0.06
bulk foil,7,0,Vaylantz Dominator Duke,TAMA,Tactical Masters,TAMA-EN008,R,NearMint,1st Edition,English,0.03,2024-12-18,0.01,0.18,0.05
bulk foil,3,0,Vaylantz Mad Marquess,TAMA,Tactical Masters,TAMA-EN007,R,NearMint,1st Edition,English,0.06,2024-12-18,0.01,0.15,0.08
bulk foil,3,0,Vaylantz Voltage Viscount,TAMA,Tactical Masters,TAMA-EN006,R,NearMint,1st Edition,English,0.08,2024-12-18,0.01,0.15,0.10
bulk foil,3,0,Virtual World Gate - Xuanwu,MP22,"2022 Tin Of The Pharaoh's Gods",MP22-EN042,SR,NearMint,1st Edition,English,0.11,2024-12-18,0.01,0.20,0.10
bulk foil,1,0,Windwitch - Diamond Bell,MP22,"2022 Tin Of The Pharaoh's Gods",MP22-EN023,R,NearMint,1st Edition,English,0.10,2024-12-18,0.05,0.22,0.11
bulk foil,3,0,World Legacy Guardragon Mardark,MYFI,Mystic Fighters,MYFI-EN048,SR,NearMint,1st Edition,English,0.18,2024-12-18,0.05,0.25,0.18
bulk foil,12,0,Xyz Import,AMDE,Amazing Defenders,AMDE-EN044,R,NearMint,1st Edition,English,0.10,2024-12-18,0.01,0.15,0.10
bulk foil,11,0,Xyz Reborn,AMDE,Amazing Defenders,AMDE-EN060,R,NearMint,1st Edition,English,0.09,2024-12-18,0.01,0.17,0.10
bulk foil,11,0,Xyz Tribalrivals,AMDE,Amazing Defenders,AMDE-EN045,R,NearMint,1st Edition,English,0.08,2024-12-18,0.01,0.15,0.08
bulk foil,4,0,ZS - Armed Sage,MP22,"2022 Tin Of The Pharaoh's Gods",MP22-EN058,SR,NearMint,1st Edition,English,0.12,2024-12-18,0.03,0.20,0.11
bulk foil,3,0,ZW - Pegasus Twin Saber,MP22,"2022 Tin Of The Pharaoh's Gods",MP22-EN057,SR,NearMint,1st Edition,English,0.12,2024-12-18,0.01,0.20,0.11
cardmarket singles,1,0,Book of Moon,RA02,25Th Anniversary Rarity Collection 2,RA02-EN050,SR,NearMint,1st Edition,English,0.23,2024-12-17,0.10,0.28,0.26
cardmarket singles,1,0,Change of Heart,RA01,25Th Anniversary Rarity Collection,RA01-EN050,SR,NearMint,1st Edition,English,0.34,2024-12-11,0.01,0.32,0.28
cardmarket singles,1,0,Chaos Emperor Dragon - Envoy of the End,TOCH,Toon Chaos,TOCH-EN030,R,NearMint,1st Edition,English,0.34,2024-12-11,0.11,0.50,0.37
cardmarket singles,2,0,Chaos Sorcerer,TOCH,Toon Chaos,TOCH-EN028,R,NearMint,Unlimited,English,0.39,2024-12-11,0.20,0.43,0.39
cardmarket singles,1,0,Pot of Greed,LOB_25,Legend Of Blue Eyes White Dragon (Lc01 25Th Anniversary Edition),LOB-EN119,R,NearMint,Unlimited,English,10.74,2024-12-28,2.99,7.25,10.74
cardmarket singles,1,0,Raigeki,LOB_25,Legend Of Blue Eyes White Dragon (Lc01 25Th Anniversary Edition),LOB-EN053,SR,NearMint,Unlimited,English,4.82,2024-12-28,3.51,8.36,4.84
cardmarket singles,1,0,Solar Flare Dragon,DR2,Dark Revelation 2,DR2-EN144,C,NearMint,Unlimited,English,0.87,2024-12-20,0.68,0.91,0.88
cardmarket singles,2,0,Solar Flare Dragon,AST,Ancient Sanctuary,AST-032,C,NearMint,1st Edition,English,0.73,2024-12-20,0.32,0.65,0.68
cardmarket singles,3,0,Solemn Judgment,RA02,25Th Anniversary Rarity Collection 2,RA02-EN075,SR,NearMint,1st Edition,English,0.64,2024-12-17,0.43,0.67,0.52
cardmarket singles,2,0,Stealth Bird,IOC_25,Invasion Of Chaos (25Th Anniversary Edition),IOC-EN068,C,NearMint,Unlimited,English,0.11,2024-12-20,0.01,0.20,0.11
cardmarket singles,1,0,Stealth Bird,IOC,Invasion of Chaos,IOC-068,C,NearMint,Unlimited,English,0.43,2024-12-20,0.10,0.49,0.43
cardmarket singles,1,0,Summer Schoolwork Successful!,ROTA,Rage Of The Abyss,ROTA-EN080,C,NearMint,1st Edition,English,0.04,2024-12-17,0.01,0.10,0.04
cardmarket singles,2,0,The Seal of Orichalcos,MP24,25Th Anniversary Tin: Dueling Mirrors,MP24-EN015,QCScR,NearMint,1st Edition,English,1.14,2024-12-17,0.39,1.15,0.86
cardmarket singles,1,0,Virtue Stream,ROTA,Rage Of The Abyss,ROTA-EN068,C,NearMint,1st Edition,English,0.13,2024-12-17,0.01,0.14,0.11
lightsworn structure,1,0,Alexandrite Dragon,SDLI,Realm Of Light Structure Deck,SDLI-EN001,C,NearMint,,English,0.00,2024-12-10,,,
lightsworn structure,1,0,"Aurkus, Lightsworn Druid",SDLI,Realm Of Light Structure Deck,SDLI-EN013,C,NearMint,,English,0.00,2024-12-10,,,
lightsworn structure,1,0,Beckoning Light,SDLI,Realm Of Light Structure Deck,SDLI-EN033,C,NearMint,,English,0.00,2024-12-10,,,
lightsworn structure,1,0,Blackwing - Zephyros the Elite,SDLI,Realm Of Light Structure Deck,SDLI-EN022,C,NearMint,,English,0.00,2024-12-10,,,
